@relation 'final_des3 - Copy-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_clustered'

@attribute Instance_number numeric
@attribute DATE {Weekday,Weekends}
@attribute TIME {Night,Evening,Mid_Night,Early_Morning,Afternoon,Morning,Noon}
@attribute Road_type {Road,highway}
@attribute ENVIRONMENT {'01 - Clear','05 - Drifting Snow','03 - Snow','02 - Rain','04 - Freezing Rain','07 - Fog/mist/smoke/dust','06 - Strong wind','00 - Unknown'}
@attribute LIGHT {'07 - Dark','01 - Daylight','05 - Dusk','03 - Dawn','00 - Unknown'}
@attribute SURFACE_CONDITION {'01 - Dry','06 - Ice','02 - Wet','04 - Slush','03 - Loose snow','05 - Packed snow','00 - Unknown','99 - Other','08 - Loose sand or gravel','07 - Mud','09 - Spilled liquid'}
@attribute TRAFFIC_CONTROL {'10 - No control','02 - Stop sign','01 - Traffic signal','03 - Yield sign','07 - School bus','09 - Traffic controller','11 - Roundabout','08 - Traffic gate',Unknown}
@attribute COLLISION_CLASSIFICATION {Injury,'P.D. only'}
@attribute IMPACT_TYPE {'02 - Angle','01 - Approaching','06 - SMV unattended vehicle','03 - Rear end','07 - SMV other','04 - Sideswipe','05 - Turning movement','99 - Other'}
@attribute Location {Ottawa_west,Ottawa_south,downtown,Ottawa_east,mid_town}
@attribute NO_OF_PEDESTRIANS {0,1,2,4}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
1435,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','10 - No control','P.D. only','99 - Other',Ottawa_east,0,cluster1
1436,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1437,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster4
1438,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',Injury,'02 - Angle',downtown,0,cluster0
1439,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','04 - Slush','10 - No control','P.D. only','07 - SMV other',downtown,0,cluster0
1440,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','02 - Stop sign',Injury,'02 - Angle',Ottawa_west,0,cluster0
1441,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_south,0,cluster0
1442,Weekends,Night,Road,'01 - Clear','01 - Daylight','06 - Ice','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
1443,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','04 - Sideswipe',mid_town,0,cluster0
1444,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1445,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','02 - Angle',Ottawa_south,0,cluster0
1446,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
1447,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
1448,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1449,Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal',Injury,'02 - Angle',Ottawa_south,0,cluster0
1450,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','02 - Stop sign','P.D. only','04 - Sideswipe',downtown,0,cluster0
1451,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',downtown,0,cluster0
1452,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',Injury,'03 - Rear end',mid_town,0,cluster2
1453,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',downtown,0,cluster0
1454,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
1455,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0,cluster3
1456,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster8
1457,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
1458,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
1459,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster0
1460,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','01 - Approaching',downtown,0,cluster0
1461,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
1462,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
1463,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
1464,Weekday,Evening,Road,'03 - Snow','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','07 - SMV other',Ottawa_south,0,cluster0
1465,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',downtown,0,cluster0
1466,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
1467,Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','02 - Angle',mid_town,0,cluster0
1468,Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','10 - No control','P.D. only','01 - Approaching',mid_town,0,cluster0
1469,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
1470,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
1471,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
1472,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
1473,Weekday,Evening,Road,'03 - Snow','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
1474,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster0
1475,Weekday,Evening,highway,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
1476,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster0
1477,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','02 - Stop sign','P.D. only','03 - Rear end',downtown,0,cluster0
1478,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster0
1479,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','02 - Angle',mid_town,0,cluster0
1480,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',mid_town,0,cluster0
1481,Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
1482,Weekday,Evening,Road,'03 - Snow','01 - Daylight','02 - Wet','01 - Traffic signal',Injury,'07 - SMV other',downtown,1,cluster5
1483,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
1484,Weekday,Evening,Road,'03 - Snow','01 - Daylight','05 - Packed snow','02 - Stop sign','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
1485,Weekday,Evening,Road,'02 - Rain','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
1486,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','07 - SMV other',downtown,0,cluster0
1487,Weekday,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
1488,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
1489,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','02 - Angle',mid_town,0,cluster0
1490,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
1491,Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','02 - Stop sign','P.D. only','02 - Angle',downtown,0,cluster0
1492,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
1493,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
1494,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','04 - Sideswipe',mid_town,0,cluster0
1495,Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1496,Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','02 - Stop sign','P.D. only','05 - Turning movement',mid_town,0,cluster0
1497,Weekday,Night,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control','P.D. only','07 - SMV other',mid_town,0,cluster0
1498,Weekday,Night,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','02 - Angle',Ottawa_west,0,cluster1
1499,Weekday,Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster7
1500,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster2
1501,Weekends,Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster1
1502,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control',Injury,'02 - Angle',Ottawa_south,0,cluster3
1503,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal',Injury,'03 - Rear end',mid_town,0,cluster2
1504,Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster1
1505,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster8
1506,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',Injury,'02 - Angle',Ottawa_south,0,cluster4
1507,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_east,0,cluster6
1508,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
1509,Weekends,Night,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','01 - Approaching',Ottawa_west,0,cluster1
1510,Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
1511,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_east,0,cluster6
1512,Weekends,Night,Road,'03 - Snow','07 - Dark','06 - Ice','02 - Stop sign','P.D. only','03 - Rear end',Ottawa_east,0,cluster1
1513,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster1
1514,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1515,Weekday,Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','02 - Stop sign','P.D. only','02 - Angle',mid_town,0,cluster0
1516,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','06 - Ice','03 - Yield sign',Injury,'03 - Rear end',downtown,0,cluster3
1517,Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','05 - Packed snow','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
1518,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster3
1519,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster2
1520,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster2
1521,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'03 - Rear end',Ottawa_east,0,cluster2
1522,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'02 - Angle',Ottawa_west,0,cluster2
1523,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster8
1524,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',Ottawa_east,0,cluster4
1525,Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster8
1526,Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign','P.D. only','02 - Angle',downtown,0,cluster5
1527,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster2
1528,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0,cluster1
1529,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',mid_town,0,cluster8
1530,Weekday,Evening,Road,'03 - Snow','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','07 - SMV other',mid_town,0,cluster0
1531,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',Ottawa_west,0,cluster1
1532,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','08 - Traffic gate','P.D. only','07 - SMV other',Ottawa_south,0,cluster2
1533,Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',Injury,'03 - Rear end',Ottawa_east,0,cluster1
1534,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'06 - SMV unattended vehicle',downtown,0,cluster1
1535,Weekends,Evening,Road,'01 - Clear','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster3
1536,Weekday,Night,Road,'01 - Clear','01 - Daylight','06 - Ice','11 - Roundabout','P.D. only','07 - SMV other',Ottawa_east,0,cluster1
1537,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'03 - Rear end',downtown,0,cluster1
1538,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster6
1539,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','05 - Turning movement',downtown,0,cluster1
1540,Weekday,Night,Road,'01 - Clear','01 - Daylight','06 - Ice','01 - Traffic signal','P.D. only','07 - SMV other',Ottawa_west,0,cluster5
1541,Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_east,0,cluster4
1542,Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','02 - Stop sign',Injury,'05 - Turning movement',Ottawa_east,0,cluster4
1543,Weekday,Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster1
1544,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',downtown,0,cluster1
1545,Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','03 - Yield sign','P.D. only','02 - Angle',Ottawa_east,0,cluster1
1546,Weekends,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign',Injury,'07 - SMV other',downtown,1,cluster3
1547,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',Injury,'05 - Turning movement',downtown,0,cluster4
1548,Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','01 - Traffic signal',Injury,'05 - Turning movement',downtown,0,cluster4
1549,Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','02 - Wet','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster4
1550,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_east,0,cluster6
1551,Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster7
1552,Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control','P.D. only','07 - SMV other',downtown,0,cluster5
1553,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster4
1554,Weekday,Noon,Road,'01 - Clear','03 - Dawn','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster5
1555,Weekday,Noon,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster2
1556,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'07 - SMV other',mid_town,1,cluster2
1557,Weekday,Noon,Road,'05 - Drifting Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
1558,Weekday,Noon,Road,'05 - Drifting Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',Injury,'03 - Rear end',mid_town,0,cluster2
1559,Weekday,Noon,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control','P.D. only','02 - Angle',downtown,0,cluster1
1560,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign','P.D. only','02 - Angle',mid_town,0,cluster2
1561,Weekday,Night,Road,'01 - Clear','07 - Dark','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster6
1562,Weekday,Afternoon,Road,'05 - Drifting Snow','01 - Daylight','06 - Ice','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
1563,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',Ottawa_west,0,cluster2
1564,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster5
1565,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'07 - SMV other',mid_town,0,cluster2
1566,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster2
1567,Weekends,Noon,Road,'00 - Unknown','01 - Daylight','00 - Unknown','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster2
1568,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','04 - Slush','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster2
1569,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',Ottawa_west,0,cluster4
1570,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',Ottawa_east,0,cluster8
1571,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',mid_town,0,cluster8
1572,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',downtown,0,cluster8
1573,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','03 - Loose snow','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0,cluster4
1574,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_south,0,cluster4
1575,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'07 - SMV other',downtown,1,cluster8
1576,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',downtown,0,cluster8
1577,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster4
1578,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster8
1579,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1580,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'03 - Rear end',Ottawa_south,0,cluster1
1581,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster6
1582,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',mid_town,0,cluster6
1583,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',mid_town,0,cluster1
1584,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'03 - Rear end',downtown,0,cluster6
1585,Weekends,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1586,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1587,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1588,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster6
1589,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','99 - Other',downtown,0,cluster1
1590,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster6
1591,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster1
1592,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster1
1593,Weekday,Night,Road,'00 - Unknown','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster1
1594,Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',mid_town,0,cluster6
1595,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'07 - SMV other',downtown,1,cluster6
1596,Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',mid_town,0,cluster6
1597,Weekday,Mid_Night,Road,'07 - Fog/mist/smoke/dust','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster4
1598,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster6
1599,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster6
1600,Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','05 - Packed snow','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster3
1601,Weekends,Night,Road,'01 - Clear','07 - Dark','02 - Wet','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster3
1602,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'03 - Rear end',Ottawa_east,0,cluster1
1603,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'03 - Rear end',downtown,0,cluster1
1604,Weekends,Mid_Night,Road,'03 - Snow','07 - Dark','02 - Wet','10 - No control',Injury,'05 - Turning movement',Ottawa_east,0,cluster3
1605,Weekends,Mid_Night,Road,'01 - Clear','00 - Unknown','02 - Wet','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0,cluster3
1606,Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','02 - Stop sign','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
1607,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'05 - Turning movement',downtown,0,cluster4
1608,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster4
1609,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',downtown,0,cluster1
1610,Weekday,Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_west,0,cluster0
1611,Weekends,Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster3
1612,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'03 - Rear end',Ottawa_west,0,cluster1
